Time,Latitude,Longitude,Unit,Operator,Technology,Send Duration,Delivery Duration,Start Time,Receive Time,Transmission Status,Delivery Status,Delivery Notification,Action Type,File Size,Job Name,Test Status,Location,uuid,operator,network_type*,wifi_connected_primary_freq_mhz,Location_sigcap
2025-11-22 18:27:08.858000-05:00,41.698941,-86.234827,QualiPoc_361786,AT&T,LTE,2.213,2.465,2025-11-22 18:27:05.723,,Successful,Successful,Enabled,Send Picture,999182.0,WhatsApp Send,Completed,Concourse,a0654bd3,Wi-Fi 6,LTE,6695.0,Concourse
2025-11-22 18:32:23.078000-05:00,41.698657,-86.233095,QualiPoc_619529,T-Mobile,LTE,0.204,0.353,2025-11-22 18:32:22.419,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,LTE,6055.0,Concourse
2025-11-22 18:32:31.166000-05:00,41.69866,-86.233086,QualiPoc_619529,T-Mobile,LTE,0.806,0.932,2025-11-22 18:32:29.901,,Successful,Successful,Enabled,Send Picture,999396.0,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,LTE,6055.0,Concourse
2025-11-22 18:33:37.559000-05:00,41.698664,-86.233073,QualiPoc_619529,T-Mobile,5G NR,0.337,0.465,2025-11-22 18:33:36.734,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:33:45.826000-05:00,41.698662,-86.233075,QualiPoc_619529,T-Mobile,5G NR,1.207,1.228,2025-11-22 18:33:44.281,,Successful,Successful,Enabled,Send Picture,999072.0,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:35:35.287000-05:00,41.698913,-86.23304,QualiPoc_619529,T-Mobile,5G NR,0.277,0.457,2025-11-22 18:35:34.522,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:35:43.938000-05:00,41.698915,-86.233039,QualiPoc_619529,T-Mobile,5G NR,1.644,1.779,2025-11-22 18:35:41.821,,Successful,Successful,Enabled,Send Picture,999349.0,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:37:08.952000-05:00,41.698927,-86.233033,QualiPoc_619529,T-Mobile,5G NR,0.215,0.326,2025-11-22 18:37:08.306,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,5975.0,Concourse
2025-11-22 18:37:16.976000-05:00,41.698927,-86.233032,QualiPoc_619529,T-Mobile,5G NR,0.836,1.068,2025-11-22 18:37:15.594,,Successful,Successful,Enabled,Send Picture,999242.0,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,5975.0,Concourse
2025-11-22 18:39:34.849000-05:00,41.698171,-86.233052,QualiPoc_619529,T-Mobile,5G NR,0.337,0.556,2025-11-22 18:39:33.942,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:39:43.621000-05:00,41.698172,-86.233052,QualiPoc_619529,T-Mobile,5G NR,1.579,1.647,2025-11-22 18:39:41.574,,Successful,Successful,Enabled,Send Picture,999183.0,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:41:05.751000-05:00,41.698182,-86.233046,QualiPoc_619529,T-Mobile,5G NR,0.196,0.342,2025-11-22 18:41:05.088,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,5975.0,Concourse
2025-11-22 18:41:13.869000-05:00,41.698183,-86.233046,QualiPoc_619529,T-Mobile,5G NR,1.04,1.196,2025-11-22 18:41:12.338,,Successful,Successful,Enabled,Send Picture,998880.0,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,5975.0,Concourse
2025-11-22 18:43:06.358000-05:00,41.697864,-86.233066,QualiPoc_619529,T-Mobile,5G NR,0.3,1.739,2025-11-22 18:43:04.256,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:43:14.875000-05:00,41.697864,-86.233065,QualiPoc_619529,T-Mobile,5G NR,1.167,1.639,2025-11-22 18:43:12.900,,Successful,Successful,Enabled,Send Picture,999257.0,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:44:42.684000-05:00,41.697854,-86.233065,QualiPoc_619529,T-Mobile,5G NR,0.316,0.554,2025-11-22 18:44:41.833,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,6375.0,Concourse
2025-11-22 18:44:50.737000-05:00,41.697851,-86.233064,QualiPoc_619529,T-Mobile,5G NR,1.101,1.135,2025-11-22 18:44:49.258,,Successful,Successful,Enabled,Send Picture,999128.0,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,6375.0,Concourse
2025-11-22 18:46:52.128000-05:00,41.697563,-86.233294,QualiPoc_619529,T-Mobile,5G NR,0.291,0.446,2025-11-22 18:46:51.370,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:47:00.202000-05:00,41.697555,-86.233297,QualiPoc_619529,T-Mobile,5G NR,1.148,1.245,2025-11-22 18:46:58.638,,Successful,Successful,Enabled,Send Picture,999211.0,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:49:07.041000-05:00,41.697514,-86.233295,QualiPoc_619529,T-Mobile,5G NR,7.305,7.418,2025-11-22 18:48:59.298,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:49:15.815000-05:00,41.697506,-86.233298,QualiPoc_619529,T-Mobile,5G NR,1.9,1.904,2025-11-22 18:49:13.595,,Successful,Successful,Enabled,Send Picture,999000.0,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,6055.0,Concourse
2025-11-22 18:51:30.101000-05:00,41.697458,-86.23425,QualiPoc_619529,T-Mobile,5G NR,0.286,0.534,2025-11-22 18:51:29.258,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:51:38.484000-05:00,41.697467,-86.234234,QualiPoc_619529,T-Mobile,5G NR,1.429,1.55,2025-11-22 18:51:36.627,,Successful,Successful,Enabled,Send Picture,998993.0,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:53:23.329000-05:00,41.697518,-86.234214,QualiPoc_619529,T-Mobile,5G NR,0.235,0.376,2025-11-22 18:53:22.620,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,6695.0,Concourse
2025-11-22 18:53:32.064000-05:00,41.69752,-86.234216,QualiPoc_619529,T-Mobile,5G NR,1.528,1.698,2025-11-22 18:53:30.019,,Successful,Successful,Enabled,Send Picture,999225.0,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,6695.0,Concourse
2025-11-22 18:58:43.541000-05:00,41.697648,-86.234658,QualiPoc_619529,T-Mobile,5G NR,0.276,0.337,2025-11-22 18:58:42.923,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 5,NR,5260.0,Concourse
2025-11-22 18:58:51.479000-05:00,41.697645,-86.234639,QualiPoc_619529,T-Mobile,5G NR,0.949,1.067,2025-11-22 18:58:50.137,,Successful,Successful,Enabled,Send Picture,998995.0,WhatsApp Send,Completed,Concourse,64957d65,Wi-Fi 5,NR,5260.0,Concourse
2025-11-22 19:00:05.764000-05:00,41.697606,-86.234603,QualiPoc_619529,T-Mobile,5G NR,0.313,0.526,2025-11-22 19:00:04.913,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 19:00:14.252000-05:00,41.697607,-86.2346,QualiPoc_619529,T-Mobile,5G NR,1.146,1.409,2025-11-22 19:00:12.541,,Successful,Successful,Enabled,Send Picture,999189.0,WhatsApp Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
