Time,Latitude,Longitude,Unit,Operator,Technology,Service,Action,Direction,Host,Resolved Target IP,Duration,Application Throughput,IP Throughput,Max IP Throughput,IP Throughput DL,Max IP Throughput DL,IP Throughput UL,Max IP Throughput UL,Bytes Transferred DL,Bytes Transferred UL,Test Name,Direction.1,Test Status,Location,uuid,operator,network_type*,wifi_connected_primary_freq_mhz,Location_sigcap
2025-11-22 17:46:39.245000-05:00,41.698477,-86.234689,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,57.144.204.192,6.269,1275.175,1158.616,3789.728,8487.36,14389.656,1158.616,3789.728,,999259.0,Instagram,Send,Completed,Bowl,a0654bd3,Wi-Fi 6,LTE,6775.0,Bowl
2025-11-22 17:47:58.197000-05:00,41.698333,-86.233163,QualiPoc_396840,Verizon,LTE,Instagram,Post Picture,SEND,,2A03:2880:F366:00C0:FACE:B00C:0000:43FE,,,,,,,,,,999293.0,Instagram,Send,System Release,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl
2025-11-22 17:50:56.304000-05:00,41.698321,-86.233178,QualiPoc_396840,Verizon,LTE,Instagram,Post Picture,SEND,,57.144.204.192,5.882,1359.249,859.64,6582.104,10946.968,27321.736,859.64,6582.104,,999388.0,Instagram,Send,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-22 17:54:48.793000-05:00,41.698971,-86.233419,QualiPoc_396840,AT&T,LTE,Instagram,Post Picture,SEND,,57.144.204.192,4.987,1602.708,1966.864,9265.168,9706.424,19537.104,1966.864,9265.168,,999088.0,Instagram,Send,Completed,Bowl,7c36e7df,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-22 17:56:12.256000-05:00,41.698333,-86.233391,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,2A03:2880:F366:00C0:FACE:B00C:0000:43FE,9.15,873.409,658.128,2314.896,1114.64,2534.248,658.128,2314.896,,998961.0,Instagram,Send,Completed,Bowl,a0654bd3,AT&T,LTE,,Bowl
2025-11-22 17:58:08.077000-05:00,41.698932,-86.233342,QualiPoc_396840,Verizon,LTE,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,8.464,944.247,997.4,4780.688,2522.088,4399.696,997.4,4780.688,,999013.0,Instagram,Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl
2025-11-22 17:58:28.013000-05:00,41.698327,-86.233401,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,57.144.204.192,9.527,838.821,1362.76,8243.656,4268.888,14270.416,1362.76,8243.656,,998931.0,Instagram,Send,Completed,Bowl,a0654bd3,Wi-Fi 6,LTE,6055.0,Bowl
2025-11-22 18:00:22.480000-05:00,41.698947,-86.233362,QualiPoc_396840,Verizon,LTE,Instagram,Post Picture,SEND,,57.144.204.192,4.541,1760.12,736.52,5137.648,11360.496,16648.48,736.52,5137.648,,999088.0,Instagram,Send,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6135.0,Bowl
2025-11-22 18:01:46.718000-05:00,41.698338,-86.23303,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,2A03:2880:F366:00C0:FACE:B00C:0000:43FE,8.531,937.135,574.616,6050.432,1370.44,4612.712,574.616,6050.432,,999337.0,Instagram,Send,Completed,Bowl,a0654bd3,AT&T,NR-NSA,,Bowl
2025-11-22 18:02:49.478000-05:00,41.699001,-86.233179,QualiPoc_396840,Verizon,LTE,Instagram,Post Picture,SEND,,57.144.204.192,6.045,1322.229,786.2,4345.256,5423.56,9978.936,786.2,4345.256,,999109.0,Instagram,Send,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6135.0,Bowl
2025-11-22 18:04:32.089000-05:00,41.698321,-86.233074,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,57.144.204.192,5.566,1436.198,912.536,7394.328,7925.384,24295.552,912.536,7394.328,,999235.0,Instagram,Send,Completed,Bowl,a0654bd3,Wi-Fi 6,LTE,6375.0,Bowl
2025-11-22 18:05:32.838000-05:00,41.69899,-86.233173,QualiPoc_396840,Verizon,LTE,Instagram,Post Picture,SEND,,2A03:2880:F366:00C0:FACE:B00C:0000:43FE,,,,,,,,,,999073.0,Instagram,Send,System Release,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl
2025-11-22 18:08:43.090000-05:00,41.698874,-86.233095,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,5.054,1581.471,569.496,4713.576,3687.616,5881.872,569.496,4713.576,,999094.0,Instagram,Send,Completed,Concourse,a0654bd3,AT&T,NR-NSA,,Concourse
2025-11-22 18:10:46.569000-05:00,41.698896,-86.233105,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,57.144.204.192,5.104,1566.125,957.552,6201.712,10082.576,25619.328,957.552,6201.712,,999188.0,Instagram,Send,Completed,Concourse,a0654bd3,Wi-Fi 6,LTE,6055.0,Concourse
2025-11-22 18:13:44.691000-05:00,41.697921,-86.233101,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,6.8,1175.235,462.384,5047.424,4370.736,6631.88,462.384,5047.424,,998950.0,Instagram,Send,Completed,Concourse,a0654bd3,AT&T,NR-NSA,,Concourse
2025-11-22 18:15:38.380000-05:00,41.697933,-86.233033,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,57.144.204.192,4.479,1784.659,998.144,5341.96,16482.368,34248.024,998.144,5341.96,,999186.0,Instagram,Send,Completed,Concourse,a0654bd3,Wi-Fi 6,LTE,6375.0,Concourse
2025-11-22 18:19:27.874000-05:00,41.69783,-86.234825,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,4.796,1666.294,644.304,5184.592,3190.04,4774.192,644.304,5184.592,,998943.0,Instagram,Send,Completed,Concourse,a0654bd3,AT&T,NR-NSA,,Concourse
2025-11-22 18:21:17.431000-05:00,41.697873,-86.234853,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,57.144.204.192,4.482,1782.958,1398.072,7380.04,5810.832,8566.288,1398.072,7380.04,,998902.0,Instagram,Send,Completed,Concourse,a0654bd3,Wi-Fi 6,LTE,5975.0,Concourse
2025-11-22 18:25:02.302000-05:00,41.698941,-86.234858,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,6.756,1183.324,735.912,3033.744,4308.512,7590.768,735.912,3033.744,,999317.0,Instagram,Send,Completed,Concourse,a0654bd3,AT&T,NR-NSA,,Concourse
2025-11-22 18:26:55.312000-05:00,41.69894,-86.234831,QualiPoc_361786,AT&T,LTE,Instagram,Post Picture,SEND,,57.144.204.192,4.164,1919.339,1193.984,2636.664,8107.256,28842.448,1193.984,2636.664,,999016.0,Instagram,Send,Completed,Concourse,a0654bd3,Wi-Fi 6,LTE,6695.0,Concourse
2025-11-22 18:32:21.060000-05:00,41.698657,-86.233095,QualiPoc_619529,T-Mobile,LTE,Instagram,Post Picture,SEND,,57.144.204.192,3.338,2393.968,3381.208,10384.92,12263.408,27054.28,3381.208,10384.92,,998883.0,Instagram,Send,Completed,Concourse,64957d65,Wi-Fi 6,LTE,6055.0,Concourse
2025-11-22 18:33:35.591000-05:00,41.698664,-86.233072,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,3.493,2288.912,2999.576,15351.152,20664.272,53437.248,2999.576,15351.152,,999396.0,Instagram,Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:33:35.591000-05:00,41.698664,-86.233072,QualiPoc_619529,T-Mobile,LTE,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,3.493,2288.912,2999.576,15351.152,20664.272,53437.248,2999.576,15351.152,,999396.0,Instagram,Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:35:33.293000-05:00,41.698913,-86.23304,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,3.973,2011.723,2524.792,12375.832,7002.976,42878.52,2524.792,12375.832,,999072.0,Instagram,Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:37:07.102000-05:00,41.698927,-86.233034,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,57.144.204.192,3.195,2502.282,2882.248,10875.96,4495.056,20823.12,2882.248,10875.96,,999349.0,Instagram,Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,5975.0,Concourse
2025-11-22 18:39:32.534000-05:00,41.698171,-86.233052,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,3.18,2513.816,3264.576,13753.952,600.176,2984.64,3264.576,13753.952,,999242.0,Instagram,Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:41:03.728000-05:00,41.698182,-86.233046,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,57.144.204.192,2.807,2847.689,3976.88,17133.44,6262.568,27326.008,3976.88,17133.44,,999183.0,Instagram,Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,5975.0,Concourse
2025-11-22 18:43:03.007000-05:00,41.697864,-86.233066,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,3.181,2512.116,2903.536,9804.696,8395.32,27658.16,2903.536,9804.696,,998880.0,Instagram,Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:44:38.894000-05:00,41.697855,-86.233065,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,57.144.204.192,2.973,2688.885,3508.72,19298.472,7549.016,26996.672,3508.72,19298.472,,999257.0,Instagram,Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,6375.0,Concourse
2025-11-22 18:46:50.058000-05:00,41.697563,-86.233293,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,2.999,2665.23,3369.2,17611.944,6685.504,21780.488,3369.2,17611.944,,999128.0,Instagram,Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:48:58.103000-05:00,41.697511,-86.2333,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,255.255.255.255,1.981,4035.178,51.216,119.032,50.992,119.032,51.216,119.032,,999211.0,Instagram,Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,6055.0,Concourse
2025-11-22 18:51:27.907000-05:00,41.697463,-86.234229,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,3.217,2484.302,2892.128,18508.312,10050.336,33870.536,2892.128,18508.312,,999000.0,Instagram,Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
2025-11-22 18:53:21.237000-05:00,41.697498,-86.234198,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,57.144.204.192,3.121,2560.7,3505.384,19618.576,4850.096,16270.2,3505.384,19618.576,,998993.0,Instagram,Send,Completed,Concourse,64957d65,Wi-Fi 6,NR,6695.0,Concourse
2025-11-22 18:58:41.654000-05:00,41.697639,-86.234661,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,57.144.204.192,,,,,,,,,,998938.0,Instagram,Send,Failed,Concourse,64957d65,Wi-Fi 5,NR,5260.0,Concourse
2025-11-22 19:00:03.662000-05:00,41.697606,-86.234603,QualiPoc_619529,T-Mobile,5G NR,Instagram,Post Picture,SEND,,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,3.694,2163.498,2821.976,10757.384,1156.488,7169.728,2821.976,10757.384,,998995.0,Instagram,Send,Completed,Concourse,64957d65,T-Mobile,NR,,Concourse
