Time,Latitude,Longitude,Collection,Unit,Operator,Technology,Send Duration,Delivery Duration,Start Time,Receive Time,Transmission Status,Delivery Status,Delivery Notification,Action Type,File Size,Measurement Name,Test Status,Location,uuid,operator,network_type*,wifi_connected_primary_freq_mhz,Location_sigcap,carrier_original
2026-02-26 11:36:27.105000-05:00,41.698378,-86.234676,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.317,1.893,2026-02-26 11:36:24.382,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:36:36.134000-05:00,41.697985,-86.234462,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,1.288,2.59,2026-02-26 11:36:33.300,,Successful,Successful,Enabled,Send Picture,999296.0,WhatsApp Send,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:36:37.379000-05:00,41.698378,-86.234674,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.38,1.861,2026-02-26 11:36:34.728,,Successful,Successful,Enabled,Send Picture,999015.0,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:37:03.249000-05:00,41.697988,-86.23444,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,0.354,1.52,2026-02-26 11:37:01.089,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 11:37:12.502000-05:00,41.697987,-86.234436,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,1.163,1.283,2026-02-26 11:37:10.640,,Successful,Successful,Enabled,Send Picture,998665.0,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 11:38:29.553000-05:00,41.698381,-86.234676,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.463,0.586,2026-02-26 11:38:28.096,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:38:39.877000-05:00,41.698388,-86.234678,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.624,1.899,2026-02-26 11:38:37.341,,Successful,Successful,Enabled,Send Picture,999067.0,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:41:12.567000-05:00,41.698387,-86.234434,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.288,0.672,2026-02-26 11:41:11.177,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:41:22.267000-05:00,41.698388,-86.23444,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.332,1.537,2026-02-26 11:41:20.087,,Successful,Successful,Enabled,Send Picture,999472.0,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:43:26.230000-05:00,41.698336,-86.234494,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.33,2.122,2026-02-26 11:43:23.401,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6675.0,Bowl,T-Mobile
2026-02-26 11:43:36.830000-05:00,41.698348,-86.234492,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.384,1.629,2026-02-26 11:43:34.318,,Successful,Successful,Enabled,Send Picture,999031.0,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6675.0,Bowl,T-Mobile
2026-02-26 11:46:09.812000-05:00,41.697999,-86.234695,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,0.276,2.046,2026-02-26 11:46:07.006,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 11:46:17.637000-05:00,41.697986,-86.234685,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,0.606,1.768,2026-02-26 11:46:15.592,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:46:19.911000-05:00,41.698002,-86.234694,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,1.169,2.011,2026-02-26 11:46:17.254,,Successful,Successful,Enabled,Send Picture,998928.0,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 11:46:27.144000-05:00,41.697985,-86.234685,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,1.632,2.765,2026-02-26 11:46:24.144,,Successful,Successful,Enabled,Send Picture,999154.0,WhatsApp Send,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:47:54.485000-05:00,41.697989,-86.23469,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,0.351,2.019,2026-02-26 11:47:52.185,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,fbd516f0,Wi-Fi 6,LTE,5975.0,Bowl,AT&T
2026-02-26 11:48:04.134000-05:00,41.697989,-86.234689,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,1.593,2.742,2026-02-26 11:48:01.077,,Successful,Successful,Enabled,Send Picture,999313.0,WhatsApp Send,Completed,Bowl,fbd516f0,Wi-Fi 6,LTE,5975.0,Bowl,AT&T
2026-02-26 11:48:12.979000-05:00,41.698462,-86.234492,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.357,1.718,2026-02-26 11:48:10.455,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6675.0,Bowl,T-Mobile
2026-02-26 11:48:22.687000-05:00,41.698467,-86.234504,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.352,1.59,2026-02-26 11:48:20.542,,Successful,Successful,Enabled,Send Picture,999239.0,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6675.0,Bowl,T-Mobile
2026-02-26 11:50:21.177000-05:00,41.698457,-86.234461,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.338,1.614,2026-02-26 11:50:18.600,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:50:31.927000-05:00,41.698455,-86.234472,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.305,2.56,2026-02-26 11:50:28.598,,Successful,Successful,Enabled,Send Picture,999379.0,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:51:03.418000-05:00,41.698341,-86.234692,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,0.219,0.668,2026-02-26 11:51:02.084,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 11:51:13.282000-05:00,41.698341,-86.234694,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,1.227,1.491,2026-02-26 11:51:11.030,,Successful,Successful,Enabled,Send Picture,999140.0,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 11:51:32.635000-05:00,41.698353,-86.234694,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,0.299,1.709,2026-02-26 11:51:30.671,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:51:42.461000-05:00,41.698353,-86.234694,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,1.565,2.932,2026-02-26 11:51:39.268,,Successful,Successful,Enabled,Send Picture,998868.0,WhatsApp Send,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:53:37.351000-05:00,41.698362,-86.234684,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,0.325,1.269,2026-02-26 11:53:35.296,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,7c36e7df,Wi-Fi 6,NR-NSA,6635.0,Bowl,Verizon
2026-02-26 11:53:47.223000-05:00,41.698362,-86.234684,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,1.037,1.705,2026-02-26 11:53:44.814,,Successful,Successful,Enabled,Send Picture,999292.0,WhatsApp Send,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6635.0,Bowl,Verizon
2026-02-26 11:54:43.494000-05:00,41.698851,-86.234677,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.328,0.572,2026-02-26 11:54:42.055,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:54:53.767000-05:00,41.698845,-86.234683,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.638,1.778,2026-02-26 11:54:51.517,,Successful,Successful,Enabled,Send Picture,999534.0,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:56:23.734000-05:00,41.698833,-86.234701,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.233,1.723,2026-02-26 11:56:21.472,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6315.0,Bowl,T-Mobile
2026-02-26 11:56:33.620000-05:00,41.698833,-86.234716,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.075,1.761,2026-02-26 11:56:31.227,,Successful,Successful,Enabled,Send Picture,999425.0,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6315.0,Bowl,T-Mobile
2026-02-26 11:57:09.512000-05:00,41.698353,-86.234482,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,0.259,0.464,2026-02-26 11:57:08.434,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 11:57:11.337000-05:00,41.698367,-86.234449,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,0.434,2.164,2026-02-26 11:57:08.906,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:57:19.182000-05:00,41.698353,-86.234481,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,1.081,1.629,2026-02-26 11:57:16.823,,Successful,Successful,Enabled,Send Picture,999178.0,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 11:57:20.454000-05:00,41.698367,-86.234448,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,1.33,2.401,2026-02-26 11:57:17.768,,Successful,Successful,Enabled,Send Picture,999024.0,WhatsApp Send,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:58:50.845000-05:00,41.698836,-86.234469,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.439,2.129,2026-02-26 11:58:47.871,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6315.0,Bowl,T-Mobile
2026-02-26 11:59:00.806000-05:00,41.698836,-86.234466,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.741,1.945,2026-02-26 11:58:58.086,,Successful,Successful,Enabled,Send Picture,999051.0,WhatsApp Send,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6315.0,Bowl,T-Mobile
2026-02-26 12:00:09.755000-05:00,41.698358,-86.234444,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,0.603,1.533,2026-02-26 12:00:07.957,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,fbd516f0,Wi-Fi 6,LTE,6355.0,Bowl,AT&T
2026-02-26 12:00:18.567000-05:00,41.698359,-86.234444,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,0.904,1.879,2026-02-26 12:00:16.395,,Successful,Successful,Enabled,Send Picture,999238.0,WhatsApp Send,Completed,Bowl,fbd516f0,Wi-Fi 6,LTE,6355.0,Bowl,AT&T
2026-02-26 12:01:18.936000-05:00,41.698839,-86.234476,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.348,1.717,2026-02-26 12:01:16.420,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 12:01:30.662000-05:00,41.698851,-86.234446,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,2.179,2.93,2026-02-26 12:01:27.050,,Successful,Successful,Enabled,Send Picture,999001.0,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 12:05:05.782000-05:00,41.698861,-86.234462,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,0.338,1.431,2026-02-26 12:05:03.798,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 12:05:15.599000-05:00,41.69886,-86.234462,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,1.351,1.881,2026-02-26 12:05:13.204,,Successful,Successful,Enabled,Send Picture,999273.0,WhatsApp Send,Completed,Bowl,7c36e7df,Verizon,NR-NSA,,Bowl,Verizon
2026-02-26 12:05:28.521000-05:00,41.698852,-86.234442,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,0.246,1.738,2026-02-26 12:05:26.501,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 12:05:38.708000-05:00,41.698855,-86.234442,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,1.4,3.39,2026-02-26 12:05:35.054,,Successful,Successful,Enabled,Send Picture,999564.0,WhatsApp Send,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 12:07:28.225000-05:00,41.698854,-86.234461,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,0.505,2.553,2026-02-26 12:07:24.923,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6695.0,Bowl,Verizon
2026-02-26 12:07:38.448000-05:00,41.698854,-86.234461,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,1.316,2.185,2026-02-26 12:07:35.631,,Successful,Successful,Enabled,Send Picture,998873.0,WhatsApp Send,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6695.0,Bowl,Verizon
2026-02-26 12:07:51.354000-05:00,41.698846,-86.233372,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,0.325,1.81,2026-02-26 12:07:48.969,,Successful,Successful,Enabled,Send Text,,WhatsApp Send,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
